text,slot,intent
cậu đổi cho tớ đèn màu 2 sang màu nâu nhé, O O O O B-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor O ,smart.home.set.color
em thiết lập màu đèn hắt tường 2 sang xanh nhé, O B-commandcommand I-commandcommand O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-colorcolor O ,smart.home.set.color
em thiết lập màu đèn hoa thứ 2 sang màu trắng nhé, O B-commandcommand I-commandcommand O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor O ,smart.home.set.color
đèn kiểng command màu vàng, B-devicedevice I-devicedevice B-commandcommand O B-colorcolor ,smart.home.set.color
ok luôn bạn ơi đặt màu đèn để bàn hộ tôi với, O O O O B-commandcommand O B-devicedevice I-devicedevice I-devicedevice O O O ,smart.home.set.color
ok luôn bạn ơi đổi màu màu bóng trụ cổng thứ 2 hộ tôi với, O O O O B-commandcommand I-commandcommand O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O ,smart.home.set.color
làm ơn chế độ kịch bản 4 thành màu tía, O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor ,smart.home.set.color
ok luôn bạn ơi command màu huỳnh quang hộ tôi với, O O O O B-commandcommand O B-devicedevice I-devicedevice O O O ,smart.home.set.color
thiết lập đen của đèn kiểng 4 phòng dành cho nữ tầng trệt 2, B-commandcommand I-commandcommand B-colorcolor O B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom B-floornumberfloornumber I-floornumberfloornumber I-floornumberfloornumber ,smart.home.set.color
đang hơi buồn đổi màu sắc cho tôi bóng downlight sang màu màu nâu đi, O O O B-commandcommand I-commandcommand I-commandcommand O O B-devicedevice I-devicedevice O O B-colorcolor I-colorcolor O ,smart.home.set.color
bạn ưi tôi muốn thay đổi màu sắc thiết bị đèn màu 3 thành xanh, O O O O B-commandcommand I-commandcommand I-commandcommand I-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O B-colorcolor ,smart.home.set.color
đang hơi buồn chuyển cho tôi màn cửa đơn 1 sang màu hồng đi, O O O B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-colorcolor O ,smart.home.set.color
làm ơn đổi màu ti vi thành xanh lá, O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice O B-colorcolor I-colorcolor ,smart.home.set.color
chế độ cam của đèn huỳnh quang 1 sân trước 1 floornumber, B-commandcommand I-commandcommand B-colorcolor O B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom B-floornumberfloornumber ,smart.home.set.color
cậu đổi cho tớ đèn sợi đốt thứ 2 sang xanh nước biển nhé, O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor I-colorcolor O ,smart.home.set.color
đèn hoa 3 đổi màu màu đen, B-devicedevice I-devicedevice I-devicedevice B-commandcommand O B-colorcolor I-colorcolor ,smart.home.set.color
bạn chuyển bòng hắt trần thành màu hồng cho mình nhé, O B-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor O O O ,smart.home.set.color
bóng tròn thứ 2 chạy màu violet, B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-commandcommand O B-colorcolor ,smart.home.set.color
bạn ưi tôi muốn đổi màu thiết bị đèn quảng cáo 2 thành lục, O O O O B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-colorcolor ,smart.home.set.color
nóng lạnh thứ 4 chuyển màu nâu, B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-commandcommand O B-colorcolor ,smart.home.set.color
cậu đổi cho tớ đèn âm trần sang màu xanh lam nhé, O O O O B-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor I-colorcolor O ,smart.home.set.color
ok luôn bạn ơi đổi màu màu đèn cảnh 1 hộ tôi với, O O O O B-commandcommand I-commandcommand O B-devicedevice I-devicedevice I-devicedevice O O O ,smart.home.set.color
ok luôn bạn ơi điều chỉnh màu âm trần thứ 4 hộ tôi với, O O O O B-commandcommand I-commandcommand O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O ,smart.home.set.color
đang hơi buồn chuyển cho tôi đèn bếp 2 sang màu màu xanh đi, O O O B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O O B-colorcolor I-colorcolor O ,smart.home.set.color
đèn sân 2 thay đổi màu sắc màu violet, B-devicedevice I-devicedevice I-devicedevice B-commandcommand I-commandcommand I-commandcommand I-commandcommand O B-colorcolor ,smart.home.set.color
em command màu mành thứ 1 sang màu nâu nhé, O B-commandcommand O B-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor O ,smart.home.set.color
bạn ưi tôi muốn cài đặt thiết bị rèm cửa đôi 1 thành xanh nước biển, O O O O B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-colorcolor I-colorcolor I-colorcolor ,smart.home.set.color
bạn command bóng thả thành xanh cho mình nhé, O B-commandcommand B-devicedevice I-devicedevice O B-colorcolor O O O ,smart.home.set.color
giúp mình giảm flash xuống mức 4 nhé, O O O B-devicedevice O O B-sysnumbersysnumber O ,smart.home.decrease.level
giảm led 3, O B-devicedevice I-devicedevice ,smart.home.decrease.level
bạn ơi mình muốn giảm bóng vườn 4, O O O O O B-devicedevice I-devicedevice I-devicedevice ,smart.home.decrease.level
bạn ơi mình muốn giảm chiết áp thứ 4, O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice ,smart.home.decrease.level
giúp mình giảm bình nóng lạnh 1 xuống mức 1 nhé, O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O ,smart.home.decrease.level
bạn ơi mình muốn giảm tvs, O O O O O B-devicedevice ,smart.home.decrease.level
mình muốn giảm bóng trụ cổng 1, O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice ,smart.home.decrease.level
giảm giúp mình bóng led, O O O B-devicedevice I-devicedevice ,smart.home.decrease.level
giảm cho mình vô tuyến với, O O O B-devicedevice I-devicedevice O ,smart.home.decrease.level
bạn ơi mình muốn giảm âm trần 4, O O O O O B-devicedevice I-devicedevice I-devicedevice ,smart.home.decrease.level
giúp mình giảm nóng lạnh xuống mức 1 nhé, O O O B-devicedevice I-devicedevice O O B-sysnumbersysnumber O ,smart.home.decrease.level
giảm giúp mình tivi, O O O B-devicedevice ,smart.home.decrease.level
giảm bóng vườn thứ 3, O B-devicedevice I-devicedevice I-devicedevice I-devicedevice ,smart.home.decrease.level
mình muốn giảm bóng chùm, O O O B-devicedevice I-devicedevice ,smart.home.decrease.level
giảm màn cửa, O B-devicedevice I-devicedevice ,smart.home.decrease.level
giúp mình giảm bóng kiểng xuống mức 5 nhé, O O O B-devicedevice I-devicedevice O O B-sysnumbersysnumber O ,smart.home.decrease.level
giúp tôi giảm độ sáng phòng hội thảo 4 xuống mức 1, O O B-commandcommand O O B-roomroom I-roomroom I-roomroom I-roomroom O O B-final-valuesysnumber ,smart.home.decrease.level
giảm cho mình rèm 1 với, O O O B-devicedevice I-devicedevice O ,smart.home.decrease.level
giúp tôi giảm bớt độ sáng phòng hội thảo xuống mức 3, O O B-commandcommand I-commandcommand O O B-roomroom I-roomroom I-roomroom O O B-final-valuesysnumber ,smart.home.decrease.level
giảm cho mình bóng tròn 2 với, O O O B-devicedevice I-devicedevice I-devicedevice O ,smart.home.decrease.level
giảm giúp mình động cơ, O O O B-devicedevice I-devicedevice ,smart.home.decrease.level
giảm giúp mình bóng tiết kiệm điện 1, O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice ,smart.home.decrease.level
mình muốn giảm loa còi, O O O B-devicedevice I-devicedevice ,smart.home.decrease.level
giảm cho mình tivi thứ 3 với, O O O B-devicedevice I-devicedevice I-devicedevice O ,smart.home.decrease.level
giúp tôi hạ độ sáng wc 5 xuống mức 1, O O B-commandcommand O O B-roomroom I-roomroom O O B-final-valuesysnumber ,smart.home.decrease.level
giảm bóng led, O B-devicedevice I-devicedevice ,smart.home.decrease.level
giúp tôi giảm bớt độ sáng phòng ngủ con 2 xuống mức 2, O O B-commandcommand I-commandcommand O O B-roomroom I-roomroom I-roomroom I-roomroom O O B-final-valuesysnumber ,smart.home.decrease.level
giảm đèn vườn thứ 4, O B-devicedevice I-devicedevice I-devicedevice I-devicedevice ,smart.home.decrease.level
giúp tôi giảm độ sáng sân trước xuống mức 1, O O B-commandcommand O O B-roomroom I-roomroom O O B-final-valuesysnumber ,smart.home.decrease.level
bạn ơi mình muốn giảm bóng ngủ thứ 4, O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice ,smart.home.decrease.level
giảm cho mình flash 3 với, O O O B-devicedevice I-devicedevice O ,smart.home.decrease.level
mình muốn giảm đèn đứng 2, O O O B-devicedevice I-devicedevice I-devicedevice ,smart.home.decrease.level
giảm giúp mình đèn kiểng thứ 2, O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice ,smart.home.decrease.level
giúp mình giảm đèn lồng xuống mức 5 nhé, O O O B-devicedevice I-devicedevice O O B-sysnumbersysnumber O ,smart.home.decrease.level
tăng mức độ của thiết bị theo cấp độ đèn âm trần lên 3 ở phòng khách giúp mình nhé, O O O O O O O O O B-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber O B-roomroom I-roomroom O O O ,smart.home.increase.level
hãy tăng hắt tường, O O B-devicedevice I-devicedevice ,smart.home.increase.level
trợ lí đáng yêu tăng cho ta kịch bản 3, O O O O O O O B-devicedevice I-devicedevice I-devicedevice ,smart.home.increase.level
đèn hoa tăng đến lên mức 5, B-devicedevice I-devicedevice B-commandcommand I-commandcommand O O B-final-valuesysnumber ,smart.home.increase.level
hãy tăng đèn làm việc 3, O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice ,smart.home.increase.level
trợ lý ơi tăng cho mình cái đèn tuýp 1 lên mức 5 nhé, O O O O O O O B-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O ,smart.home.increase.level
bạn tăng giúp mình độ sáng cảnh thứ 2 nhé, O O O O O O B-devicedevice I-devicedevice I-devicedevice O ,smart.home.increase.level
tôi muốn tắng mức độ đèn trụ cổng lên mức 5 ở phòng giặt là cảm ơn trợ lý, O O O O O B-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom O O O O ,smart.home.increase.level
bạn tăng giúp mình độ sáng đèn màu sắc nhé, O O O O O O B-devicedevice I-devicedevice I-devicedevice O ,smart.home.increase.level
đèn làm việc tăng lên lên mức 4, B-devicedevice I-devicedevice I-devicedevice B-commandcommand I-commandcommand O O B-final-valuesysnumber ,smart.home.increase.level
hãy tăng đèn huỳnh quang 2, O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice ,smart.home.increase.level
trợ lý ơi tăng cho mình cái bình nước nóng 2 lên mức 3 nhé, O O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O ,smart.home.increase.level
hãy tăng đèn ốp tường 3, O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice ,smart.home.increase.level
tăng mức độ của thiết bị theo cấp độ bóng tròn lên 5 ở phòng chung giúp mình nhé, O O O O O O O O O B-devicedevice I-devicedevice O B-sysnumbersysnumber O B-roomroom I-roomroom O O O ,smart.home.increase.level
chào bạn tăng giúp mình độ sáng của bóng compact 1 lên 2 nhé, O O O O O O O O B-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber O ,smart.home.increase.level
trợ lý ơi tăng cho mình cái bóng trần 1 lên mức 4 nhé, O O O O O O O B-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O ,smart.home.increase.level
chào bạn tăng giúp mình độ sáng của đèn hắt 4 lên 4 nhé, O O O O O O O O B-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber O ,smart.home.increase.level
chào bạn bóng compact trong lễ tân bạn tăng nó lên giúp mình được không, O O B-devicedevice I-devicedevice O B-roomroom I-roomroom O O O O O O O O ,smart.home.increase.level
bóng thả tăng lên mức 4, B-devicedevice I-devicedevice B-commandcommand O O B-final-valuesysnumber ,smart.home.increase.level
trợ lí đáng yêu tăng cho ta bóng để bàn 3, O O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice ,smart.home.increase.level
bạn tăng giúp mình độ sáng tivi thứ 2 nhé, O O O O O O B-devicedevice I-devicedevice I-devicedevice O ,smart.home.increase.level
chào bạn đèn tròn trong mặt tiền 1 bạn tăng nó lên giúp mình được không, O O B-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O O O O O O O ,smart.home.increase.level
chào bạn màn cửa 4 trong phòng ngủ bố mẹ 1 bạn tăng nó lên giúp mình được không, O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom I-roomroom O O O O O O O O ,smart.home.increase.level
tôi muốn tắng mức độ đèn hắt trần 1 lên mức 5 ở phòng ăn tối 2 cảm ơn trợ lý, O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom I-roomroom O O O O ,smart.home.increase.level
bạn tăng giúp mình độ sáng quạt hút mùi nhé, O O O O O O B-devicedevice I-devicedevice I-devicedevice O ,smart.home.increase.level
bóng học 3 tăng thêm lên mức 3, B-devicedevice I-devicedevice I-devicedevice B-commandcommand I-commandcommand O O B-final-valuesysnumber ,smart.home.increase.level
tăng mức độ của thiết bị theo cấp độ đèn rủ thứ 3 lên 5 ở phòng ăn sáng 2 giúp mình nhé, O O O O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom I-roomroom O O O ,smart.home.increase.level
bạn tăng giúp mình độ sáng bóng trang trí nhé, O O O O O O B-devicedevice I-devicedevice I-devicedevice O ,smart.home.increase.level
trợ lí đáng yêu tăng cho ta rgb thứ 1, O O O O O O O B-devicedevice I-devicedevice I-devicedevice ,smart.home.increase.level
trợ lý ơi tăng cho mình cái bóng âm trần lên mức 2 nhé, O O O O O O O B-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O ,smart.home.increase.level
tăng mức độ của thiết bị theo cấp độ đèn làm việc thứ 4 lên 3 ở phòng tiếp đón 4 giúp mình nhé, O O O O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom I-roomroom O O O ,smart.home.increase.level
tôi muốn tắng mức độ quạt thông gió 2 lên mức 3 ở phòng số 5 cảm ơn trợ lý, O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom O O O O ,smart.home.increase.level
hãy tăng đèn tiết kiệm điện thứ 4, O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice ,smart.home.increase.level
tăng mức độ của thiết bị theo cấp độ đèn ngủ 3 lên 5 ở phòng thu âm 2 giúp mình nhé, O O O O O O O O O B-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom I-roomroom O O O ,smart.home.increase.level
trợ lí đáng yêu tăng cho ta flash, O O O O O O O B-devicedevice ,smart.home.increase.level
chào bạn bóng sưởi trong phòng ngủ các con bạn tăng nó lên giúp mình được không, O O B-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom O O O O O O O O ,smart.home.increase.level
trợ lý ơi tăng cho mình cái hắt trần 1 lên mức 5 nhé, O O O O O O O B-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O ,smart.home.increase.level
chào bạn tăng giúp mình độ sáng của cột đèn lên 3 nhé, O O O O O O O O B-devicedevice I-devicedevice O B-sysnumbersysnumber O ,smart.home.increase.level
chào bạn tăng giúp mình độ sáng của bóng trang trí 4 lên 3 nhé, O O O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber O ,smart.home.increase.level
trợ lí đáng yêu tăng cho ta downlight 1, O O O O O O O B-devicedevice I-devicedevice ,smart.home.increase.level
tôi muốn tắng mức độ cảnh thứ 4 lên mức 2 ở công ty 5 cảm ơn trợ lý, O O O O O B-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom O O O O ,smart.home.increase.level
chào bạn đèn trụ cổng trong phòng vệ sinh bạn tăng nó lên giúp mình được không, O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O O O O O O O ,smart.home.increase.level
tôi muốn tắng mức độ bóng trụ cổng thứ 4 lên mức 5 ở phòng giặt ủi 4 cảm ơn trợ lý, O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom I-roomroom O O O O ,smart.home.increase.level
màn cửa tăng lên mức 5, B-devicedevice I-devicedevice B-commandcommand O O B-final-valuesysnumber ,smart.home.increase.level
chào bạn tăng giúp mình độ sáng của đèn ốp trần thứ 4 lên 5 nhé, O O O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber O ,smart.home.increase.level
bật cho chủ nhân bóng hoa thứ 1 đê, B-commandcommand O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O ,smart.home.device.onoff
tắt giúp tôi bóng tròn thứ 3 nhé, B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O ,smart.home.device.onoff
tắt giúp tôi đèn cổng 2 nhé, B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O ,smart.home.device.onoff
tắt cho anh bóng ngủ 3 với, B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O ,smart.home.device.onoff
bạn ơi tắt hộ mình cái đèn cảnh với, O O B-commandcommand O O O O O O ,smart.home.device.onoff
bật cho chủ nhân bóng tuýp đê, B-commandcommand O O O B-devicedevice I-devicedevice O ,smart.home.device.onoff
bật giúp tôi màn cửa đơn 2 nhé, B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O ,smart.home.device.onoff
bạn giúp tôi bật cái đèn để bàn thứ 3 nhé, O O O B-commandcommand O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O ,smart.home.device.onoff
bạn ơi bật hộ mình cái đèn cảnh với, O O B-commandcommand O O O O O O ,smart.home.device.onoff
bật cho anh đèn kiểng thứ 3 với, B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O ,smart.home.device.onoff
yêu cầu em tắt cái đèn ốp trần thứ 1 ở phòng họp 2 ngay lập tức nhanh nhé, O O O B-commandcommand O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O O O O ,smart.home.device.onoff
yêu cầu em bật cái mành thứ 4 ở phòng nữ 3 ngay lập tức nhanh nhé, O O O B-commandcommand O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O O O O ,smart.home.device.onoff
bật cho chủ nhân downlight 2 đê, B-commandcommand O O O B-devicedevice I-devicedevice O ,smart.home.device.onoff
bạn giúp tôi tắt cái bóng huỳnh quang thứ 2 nhé, O O O B-commandcommand O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O ,smart.home.device.onoff
tắt cho chủ nhân đèn sân 2 đê, B-commandcommand O O O B-devicedevice I-devicedevice I-devicedevice O ,smart.home.device.onoff
yêu cầu em bật cái đèn màu thứ 4 ở bếp ngay lập tức nhanh nhé, O O O B-commandcommand O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom O O O O O ,smart.home.device.onoff
bật cho chủ nhân bóng tường đê, B-commandcommand O O O B-devicedevice I-devicedevice O ,smart.home.device.onoff
bạn giúp tôi tắt cái đèn đứng 2 nhé, O O O B-commandcommand O B-devicedevice I-devicedevice I-devicedevice O ,smart.home.device.onoff
yêu cầu em tắt cái mành 1 ở wc ngay lập tức nhanh nhé, O O O B-commandcommand O B-devicedevice I-devicedevice O B-roomroom O O O O O ,smart.home.device.onoff
bật giúp tôi điện 3 nhé, B-commandcommand O O B-devicedevice I-devicedevice O ,smart.home.device.onoff
bật giúp tôi đèn downlight thứ 1 nhé, B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O ,smart.home.device.onoff
tắt cho anh vô tuyến với, B-commandcommand O O B-devicedevice I-devicedevice O ,smart.home.device.onoff
bật cho anh bóng compact 4 với, B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O ,smart.home.device.onoff
bật cho anh nút ấn thứ 2 với, B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O ,smart.home.device.onoff
bạn giúp tôi bật cái bóng hoa 3 nhé, O O O B-commandcommand O B-devicedevice I-devicedevice I-devicedevice O ,smart.home.device.onoff
bạn giúp tôi bật cái đèn lồng 4 nhé, O O O B-commandcommand O B-devicedevice I-devicedevice I-devicedevice O ,smart.home.device.onoff
yêu cầu em tắt cái đèn để bàn 3 ở phòng em nhỏ ngay lập tức nhanh nhé, O O O B-commandcommand O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O O O O ,smart.home.device.onoff
alo trợ lí có đó không, O O O O O O ,greeting
trợ lý đâu rồi, O O O O ,greeting
trợ lý có đó không, O O O O O ,greeting
em ơi, O O ,greeting
bạn trợ lý ơi hỗ trợ mình với, O O O O O O O O ,greeting
hello my trợ lí ảo, O O O O O ,greeting
tăng cho tôi bóng để bàn 4 lên mức 3 tại hội trường, O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-final-valuesysnumber O B-roomroom I-roomroom ,smart.home.set.level
tăng cho tôi led thứ 3 lên mức 4 tại phòng ông bà, O O O B-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom ,smart.home.increase.level
chào bạn bạn làm ơn tăng mức độ của tv 4 được không mình cảm thấy hơi tối, O O O O O O O O O B-devicedevice I-devicedevice O O O O O O O ,smart.home.increase.level
chào bạn bạn làm ơn tăng mức độ của led 4 được không mình cảm thấy hơi tối, O O O O O O O O O B-devicedevice I-devicedevice O O O O O O O ,smart.home.increase.level
chào bạn bạn làm ơn tăng mức độ của đèn compact 2 được không mình cảm thấy hơi tối, O O O O O O O O O B-devicedevice I-devicedevice I-devicedevice O O O O O O O ,smart.home.increase.level
tăng device bòng hắt trần thứ 2, O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice ,smart.home.increase.level
tăng bóng tuýp 2 lên 1 ở phòng thờ 3, O B-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom ,smart.home.increase.level
device đèn để bàn, O B-devicedevice I-devicedevice I-devicedevice ,smart.home.increase.level
device đèn downlight 4, O B-devicedevice I-devicedevice I-devicedevice ,smart.home.increase.level
tăng lên bóng trần 2 lên số 3, B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice O O B-final-valuesysnumber ,smart.home.increase.level
bật bóng trần lên số 4, B-commandcommand B-devicedevice I-devicedevice O O B-final-valuesysnumber ,smart.home.set.level
tăng đèn thứ 4 lên 1 ở phòng em nhỏ, O B-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom ,smart.home.set.level
em bật ngay cho tôi nóng lạnh ở phòng em bé lên mức 3 đi, O O O O O B-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O B-sysnumbersysnumber O ,smart.home.set.level
em bật ngay cho tôi bóng tròn thứ 1 ở phòng trẻ em lên mức 3 đi, O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O B-sysnumbersysnumber O ,smart.home.increase.level
tăng device bóng ốp tường, O O B-devicedevice I-devicedevice I-devicedevice ,smart.home.increase.level
device đèn bếp 2, O B-devicedevice I-devicedevice I-devicedevice ,smart.home.increase.level
device âm trần thứ 2, O B-devicedevice I-devicedevice I-devicedevice I-devicedevice ,smart.home.increase.level
tăng quạt treo tường 3 lên 1 ở phòng hội nghị, O B-devicedevice I-devicedevice I-devicedevice B-sysnumbersysnumber O O O B-roomroom I-roomroom I-roomroom ,smart.home.increase.level
tăng công tắc thứ 2 2 lên 1 ở phòng bếp, O B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-sysnumbersysnumber O O O B-roomroom I-roomroom ,smart.home.increase.level
em bật ngay cho tôi đèn tiết kiệm điện thứ 2 ở phòng tiếp đón 5 lên mức 3 đi, O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom O O B-sysnumbersysnumber O ,smart.home.set.level
tăng quạt trần lên 5 ở phòng em bé 5, O B-devicedevice I-devicedevice O B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom I-roomroom ,smart.home.increase.level
tăng cho tôi đèn hắt trần thứ 4 lên mức 4 tại cổng, O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O B-roomroom ,smart.home.increase.level
tăng lên bóng compact 2 lên số 5, B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice O O B-final-valuesysnumber ,smart.home.increase.level
tăng đèn lồng thứ 1 lên 1 ở phòng tiếp đón, O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom ,smart.home.increase.level
tăng ốp trần 4 lên 1 ở phòng học, O B-devicedevice I-devicedevice B-sysnumbersysnumber O O O B-roomroom I-roomroom ,smart.home.increase.level
tăng device chiết áp 2, O O B-devicedevice I-devicedevice I-devicedevice ,smart.home.increase.level
chào bạn bạn làm ơn tăng mức độ của quạt thông gió 1 được không mình cảm thấy hơi tối, O O O O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O O O O O ,smart.home.increase.level
tăng âm thanh đa vùng 3 1 lên 1 ở phòng giặt ủi 5, O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice B-sysnumbersysnumber O O O B-roomroom I-roomroom I-roomroom I-roomroom ,smart.home.increase.level
tăng device đèn rọi 4, O O B-devicedevice I-devicedevice I-devicedevice ,smart.home.increase.level
tăng đèn làm việc lên 4 ở hè sau 1, O B-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom ,smart.home.increase.level
bật màn cửa đơn 1 lên số 3, B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-final-valuesysnumber ,smart.home.increase.level
em bật ngay cho tôi đèn tiết kiệm điện ở cơ quan lên mức 1 đi, O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom O O B-sysnumbersysnumber O ,smart.home.increase.level
tăng cho tôi bóng thả 2 lên mức 2 tại đầu hè 1, O O O B-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom ,smart.home.increase.level
tăng đến đèn tuýp 3 lên số 5, B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice O O B-final-valuesysnumber ,smart.home.increase.level
tăng nóng lạnh thứ 1 4 lên 1 ở cổng, O B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-sysnumbersysnumber O O O B-roomroom ,smart.home.increase.level
